id,Name
http://purl.bioontology.org/ontology/UATC/A03AX13,silicones
http://purl.bioontology.org/ontology/UATC/J01DB07,cefatrizine
http://purl.bioontology.org/ontology/UATC/V09AA,"Technetium 99m compounds, central nervous system diagnostic radiopharmaceuticals"
http://purl.bioontology.org/ontology/UATC/G03GA04,urofollitropin
http://purl.bioontology.org/ontology/UATC/D04AA10,promethazine
http://purl.bioontology.org/ontology/UATC/C02LX01,pinacidil and diuretics
http://purl.bioontology.org/ontology/UATC/L03AA09,sargramostim
http://purl.bioontology.org/ontology/UATC/B01AC23,cilostazol
http://purl.bioontology.org/ontology/UATC/N05CX05,"emepronium, combinations"
http://purl.bioontology.org/ontology/UATC/B06AC05,lanadelumab
http://purl.bioontology.org/ontology/UATC/A14AA01,androstanolone
http://purl.bioontology.org/ontology/UATC/C07DB,"Beta blocking agents, selective, thiazides and other diuretics"
http://purl.bioontology.org/ontology/UATC/A08AA09,mefenorex
http://purl.bioontology.org/ontology/UATC/J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED"
http://purl.bioontology.org/ontology/UATC/J05AF09,emtricitabine
http://purl.bioontology.org/ontology/UATC/C09XA53,aliskiren and amlodipine
http://purl.bioontology.org/ontology/UATC/D06BB10,imiquimod
http://purl.bioontology.org/ontology/UATC/H03,THYROID THERAPY DRUGS
http://purl.bioontology.org/ontology/UATC/N01AB02,chloroform
http://purl.bioontology.org/ontology/UATC/C04AC07,ciclonicate
http://purl.bioontology.org/ontology/UATC/A10BC,"Sulfonamides (heterocyclic), blood glucose lowering drugs"
http://purl.bioontology.org/ontology/UATC/D08AA03,euflavine
http://purl.bioontology.org/ontology/UATC/N02BB54,"propyphenazone, combinations excl. psycholeptics"
http://purl.bioontology.org/ontology/UATC/A07AB04,succinylsulfathiazole
http://purl.bioontology.org/ontology/UATC/D07AC16,hydrocortisone aceponate
http://purl.bioontology.org/ontology/UATC/N05CX,"Hypnotics and sedatives in combination, excl. barbiturates"
http://purl.bioontology.org/ontology/UATC/N02AA51,"morphine, combinations"
http://purl.bioontology.org/ontology/UATC/M02AA01,phenylbutazone
http://purl.bioontology.org/ontology/UATC/S02CA02,flumetasone and antiinfectives
http://purl.bioontology.org/ontology/UATC/J04AM08,"isoniazid, sulfamethoxazole, trimethoprim and pyridoxine"
http://purl.bioontology.org/ontology/UATC/H03AA01,levothyroxine sodium
http://purl.bioontology.org/ontology/UATC/N07CA01,betahistine
